Client,Date,Courtier,Prix Courtier,Comission Courtier,Limite D&O,Limite E&O ,Prix Police D'Assurance
1603,1/1/2016,Courtier C,3272,0.05,1000000,250000,68727
1607,1/1/2016,Courtier C,4294,0.05,1500000,500000,90174
1608,1/1/2016,Courtier C,4766,0.05,2000000,1000000,100093
1612,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
1615,1/1/2016,Courtier C,5133,0.05,2000000,1000000,107800
1620,1/1/2016,Courtier C,3529,0.05,1500000,500000,74112
1623,1/1/2016,Courtier C,2383,0.05,500000,100000,50046
1626,1/1/2016,Courtier C,3529,0.05,1500000,500000,74112
1633,1/1/2016,Courtier C,2952,0.05,1500000,500000,61994
1635,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
1637,1/1/2016,Courtier C,2563,0.05,500000,100000,53832
1643,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
1648,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
1649,1/1/2016,Courtier C,3424,0.05,1000000,250000,71909
1671,1/1/2016,Courtier C,2383,0.05,1000000,250000,50046
1675,1/1/2016,Courtier C,3179,0.05,1000000,250000,66768
1677,1/1/2016,Courtier C,3524,0.05,1500000,500000,74019
1684,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
1687,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
1688,1/1/2016,Courtier C,4000,0.05,1500000,500000,84000
1691,1/1/2016,Courtier C,4000,0.05,1500000,500000,84000
1693,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
1699,1/1/2016,Courtier C,3424,0.05,1000000,250000,71909
1701,1/1/2016,Courtier C,2147,0.05,1000000,250000,45087
1702,1/1/2016,Courtier C,3524,0.05,1500000,500000,74019
1703,1/1/2016,Courtier C,2490,0.05,1000000,250000,52297
1706,1/1/2016,Courtier C,2312,0.05,1000000,250000,48558
1707,1/1/2016,Courtier C,4624,0.05,2000000,1000000,97117
1710,1/1/2016,Courtier C,4980,0.05,2000000,1000000,104595
1711,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
1712,1/1/2016,Courtier C,2729,0.05,500000,100000,57312
1714,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
1717,1/1/2016,Courtier C,3179,0.05,1500000,500000,66768
1735,1/1/2016,Courtier C,4980,0.05,2000000,1000000,104595
1737,1/1/2016,Courtier C,4766,0.05,1500000,500000,100093
1743,1/1/2016,Courtier C,2572,0.05,500000,100000,54023
1748,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
1752,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
1754,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
1755,1/1/2016,Courtier C,3272,0.05,1500000,500000,68727
1758,1/1/2016,Courtier C,2566,0.05,500000,100000,53900
1761,1/1/2016,Courtier C,4000,0.05,1500000,500000,84000
1764,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
1785,1/1/2016,Courtier C,2312,0.05,1000000,250000,48558
1796,1/1/2016,Courtier C,4000,0.05,1500000,500000,84000
1803,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
1804,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
1805,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
1808,1/1/2016,Courtier C,2641,0.05,1000000,250000,55481
1810,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
1814,1/1/2016,Courtier C,2566,0.05,1000000,250000,53900
1816,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
1819,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
1822,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
1829,1/1/2016,Courtier C,4420,0.05,1500000,500000,92820
1838,1/1/2016,Courtier C,4000,0.05,1500000,500000,84000
1841,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
1843,1/1/2016,Courtier C,3424,0.05,1500000,500000,71909
1845,1/1/2016,Courtier C,3424,0.05,1000000,250000,71909
1850,1/1/2016,Courtier C,5126,0.05,1500000,500000,107664
1853,1/1/2016,Courtier C,3632,0.05,1500000,500000,76287
1856,1/1/2016,Courtier C,3038,0.05,1000000,250000,63813
1858,1/1/2016,Courtier C,2563,0.05,500000,100000,53832
1860,1/1/2016,Courtier C,5126,0.05,2000000,1000000,107664
1861,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
1866,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
1867,1/1/2016,Courtier C,3272,0.05,1500000,500000,68727
1871,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
1873,1/1/2016,Courtier C,3424,0.05,1500000,500000,71909
1876,1/1/2016,Courtier C,3179,0.05,1000000,250000,66768
1881,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
1884,1/1/2016,Courtier C,4294,0.05,1500000,500000,90174
1894,1/1/2016,Courtier C,2566,0.05,500000,100000,53900
1901,1/1/2016,Courtier C,2566,0.05,500000,100000,53900
1903,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
1906,1/1/2016,Courtier C,2657,0.05,500000,100000,55806
1907,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
1925,1/1/2016,Courtier C,3424,0.05,1500000,500000,71909
1934,1/1/2016,Courtier C,3529,0.05,1000000,250000,74112
1944,1/1/2016,Courtier C,4980,0.05,1500000,500000,104595
1948,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
1953,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
1954,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
1955,1/1/2016,Courtier C,4980,0.05,1500000,500000,104595
1956,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
1957,1/1/2016,Courtier C,5133,0.05,2000000,1000000,107800
1962,1/1/2016,Courtier C,3179,0.05,1000000,250000,66768
1973,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
1976,1/1/2016,Courtier C,3179,0.05,1500000,500000,66768
1982,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
1983,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
1990,1/1/2016,Courtier C,5145,0.05,2000000,1000000,108047
1993,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2005,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2024,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2028,1/1/2016,Courtier C,2645,0.05,500000,100000,55551
2031,1/1/2016,Courtier C,4980,0.05,1500000,500000,104595
2039,1/1/2016,Courtier C,4294,0.05,1500000,500000,90174
2043,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2047,1/1/2016,Courtier C,5314,0.05,2000000,1000000,111612
2071,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2079,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2088,1/1/2016,Courtier C,4624,0.05,1500000,500000,97117
2091,1/1/2016,Courtier C,4624,0.05,1500000,500000,97117
2093,1/1/2016,Courtier C,2566,0.05,1000000,250000,53900
2096,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2099,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2101,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2105,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2111,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2124,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2125,1/1/2016,Courtier C,3424,0.05,1500000,500000,71909
2130,1/1/2016,Courtier C,4624,0.05,1500000,500000,97117
2134,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2135,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
2136,1/1/2016,Courtier C,5145,0.05,1500000,500000,108047
2140,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
2145,1/1/2016,Courtier C,4624,0.05,1500000,500000,97117
2146,1/1/2016,Courtier C,4980,0.05,1500000,500000,104595
2151,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2155,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2162,1/1/2016,Courtier C,4294,0.05,2000000,1000000,90174
2163,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2169,1/1/2016,Courtier C,2566,0.05,1000000,250000,53900
2171,1/1/2016,Courtier C,4420,0.05,2000000,1000000,92820
2174,1/1/2016,Courtier C,2563,0.05,1000000,250000,53832
2176,1/1/2016,Courtier C,2380,0.05,500000,100000,49983
2178,1/1/2016,Courtier C,4980,0.05,2000000,1000000,104595
2179,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2189,1/1/2016,Courtier C,5470,0.05,2000000,1000000,114887
2194,1/1/2016,Courtier C,2380,0.05,500000,100000,49983
2207,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
2223,1/1/2016,Courtier C,4420,0.05,1500000,500000,92820
2228,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2229,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2230,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2236,1/1/2016,Courtier C,2641,0.05,1000000,250000,55481
2239,1/1/2016,Courtier C,2380,0.05,500000,100000,49983
2254,1/1/2016,Courtier C,4980,0.05,1500000,500000,104595
2255,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2257,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2260,1/1/2016,Courtier C,5133,0.05,2000000,1000000,107800
2263,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
2264,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
2267,1/1/2016,Courtier C,2490,0.05,1000000,250000,52297
2274,1/1/2016,Courtier C,2812,0.05,500000,100000,59068
2277,1/1/2016,Courtier C,3038,0.05,1000000,250000,63813
2281,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2285,1/1/2016,Courtier C,4980,0.05,2000000,1000000,104595
2289,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2296,1/1/2016,Courtier C,3179,0.05,1000000,250000,66768
2297,1/1/2016,Courtier C,4000,0.05,1500000,500000,84000
2301,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2309,1/1/2016,Courtier C,2657,0.05,500000,100000,55806
2318,1/1/2016,Courtier C,4980,0.05,2000000,1000000,104595
2319,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2322,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2325,1/1/2016,Courtier C,4420,0.05,1500000,500000,92820
2328,1/1/2016,Courtier C,3632,0.05,1500000,500000,76287
2329,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2338,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2339,1/1/2016,Courtier C,5283,0.05,2000000,1000000,110963
2343,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2351,1/1/2016,Courtier C,4420,0.05,1500000,500000,92820
2353,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2370,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2371,1/1/2016,Courtier C,2572,0.05,500000,100000,54023
2382,1/1/2016,Courtier C,3529,0.05,1500000,500000,74112
2386,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2392,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2393,1/1/2016,Courtier C,5133,0.05,2000000,1000000,107800
2405,1/1/2016,Courtier C,4294,0.05,1500000,500000,90174
2411,1/1/2016,Courtier C,2952,0.05,1500000,500000,61994
2412,1/1/2016,Courtier C,3179,0.05,1000000,250000,66768
2415,1/1/2016,Courtier C,2572,0.05,500000,100000,54023
2421,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2429,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2430,1/1/2016,Courtier C,2490,0.05,1000000,250000,52297
2431,1/1/2016,Courtier C,2566,0.05,500000,100000,53900
2436,1/1/2016,Courtier C,5133,0.05,2000000,1000000,107800
2437,1/1/2016,Courtier C,3632,0.05,1500000,500000,76287
2439,1/1/2016,Courtier C,2952,0.05,1500000,500000,61994
2446,1/1/2016,Courtier C,3424,0.05,1000000,250000,71909
2449,1/1/2016,Courtier C,4000,0.05,1500000,500000,84000
2452,1/1/2016,Courtier C,3424,0.05,1000000,250000,71909
2453,1/1/2016,Courtier C,2490,0.05,1000000,250000,52297
2454,1/1/2016,Courtier C,3272,0.05,1500000,500000,68727
2459,1/1/2016,Courtier C,2566,0.05,500000,100000,53900
2462,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2463,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2468,1/1/2016,Courtier C,3424,0.05,1500000,500000,71909
2474,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2479,1/1/2016,Courtier C,4294,0.05,1500000,500000,90174
2481,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
2484,1/1/2016,Courtier C,3179,0.05,1000000,250000,66768
2490,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2494,1/1/2016,Courtier C,3529,0.05,1000000,250000,74112
2496,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
2504,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2506,1/1/2016,Courtier C,3424,0.05,1000000,250000,71909
2520,1/1/2016,Courtier C,2572,0.05,500000,100000,54023
2522,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2553,1/1/2016,Courtier C,2490,0.05,1000000,250000,52297
2556,1/1/2016,Courtier C,4294,0.05,1500000,500000,90174
2560,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2568,1/1/2016,Courtier C,4624,0.05,1500000,500000,97117
2571,1/1/2016,Courtier C,2383,0.05,1000000,250000,50046
2572,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
2573,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2576,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2588,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2592,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2600,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2602,1/1/2016,Courtier C,3276,0.05,1000000,250000,68814
2604,1/1/2016,Courtier C,3637,0.05,1500000,500000,76383
2605,1/1/2016,Courtier C,2312,0.05,1000000,250000,48558
2613,1/1/2016,Courtier C,2383,0.05,500000,100000,50046
2616,1/1/2016,Courtier C,2648,0.05,1000000,250000,55608
2620,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2622,1/1/2016,Courtier C,4000,0.05,1500000,500000,84000
2626,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2629,1/1/2016,Courtier C,2572,0.05,1000000,250000,54023
2632,1/1/2016,Courtier C,5133,0.05,2000000,1000000,107800
2634,1/1/2016,Courtier C,2312,0.05,1000000,250000,48558
2637,1/1/2016,Courtier C,4294,0.05,1500000,500000,90174
2641,1/1/2016,Courtier C,2566,0.05,500000,100000,53900
2642,1/1/2016,Courtier C,3424,0.05,1000000,250000,71909
2643,1/1/2016,Courtier C,2572,0.05,500000,100000,54023
2645,1/1/2016,Courtier C,2453,0.05,500000,100000,51515
2646,1/1/2016,Courtier C,3637,0.05,1500000,500000,76383
2647,1/1/2016,Courtier C,3179,0.05,1000000,250000,66768
2650,1/1/2016,Courtier C,2645,0.05,500000,100000,55551
2651,1/1/2016,Courtier C,2380,0.05,500000,100000,49983
2658,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2661,1/1/2016,Courtier C,4624,0.05,1500000,500000,97117
2663,1/1/2016,Courtier C,3179,0.05,1000000,250000,66768
2671,1/1/2016,Courtier C,2566,0.05,500000,100000,53900
2677,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2682,1/1/2016,Courtier C,2210,0.05,500000,100000,46410
2683,1/1/2016,Courtier C,2566,0.05,500000,100000,53900
2688,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2697,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2698,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2703,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2707,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
2709,1/1/2016,Courtier C,2210,0.05,500000,100000,46410
2711,1/1/2016,Courtier C,2566,0.05,500000,100000,53900
2716,1/1/2016,Courtier C,4420,0.05,2000000,1000000,92820
2721,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2722,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
2724,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2728,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2731,1/1/2016,Courtier C,4294,0.05,1500000,500000,90174
2738,1/1/2016,Courtier C,2563,0.05,500000,100000,53832
2743,1/1/2016,Courtier C,2210,0.05,500000,100000,46410
2745,1/1/2016,Courtier C,3524,0.05,1000000,250000,74019
2749,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2752,1/1/2016,Courtier C,3038,0.05,1500000,500000,63813
2754,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2755,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2759,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2760,1/1/2016,Courtier C,4000,0.05,1500000,500000,84000
2763,1/1/2016,Courtier C,4000,0.05,1500000,500000,84000
2769,1/1/2016,Courtier C,3038,0.05,1500000,500000,63813
2774,1/1/2016,Courtier C,4760,0.05,1500000,500000,99967
2777,1/1/2016,Courtier C,4000,0.05,1500000,500000,84000
2778,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2783,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2792,1/1/2016,Courtier C,3038,0.05,1500000,500000,63813
2795,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2810,1/1/2016,Courtier C,4766,0.05,1500000,500000,100093
2816,1/1/2016,Courtier C,3761,0.05,2000000,1000000,78985
2819,1/1/2016,Courtier C,2572,0.05,500000,100000,54023
2823,1/1/2016,Courtier C,2566,0.05,500000,100000,53900
2833,1/1/2016,Courtier C,3038,0.05,1500000,500000,63813
2835,1/1/2016,Courtier C,2312,0.05,1000000,250000,48558
2839,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2841,1/1/2016,Courtier C,2210,0.05,500000,100000,46410
2850,1/1/2016,Courtier C,3179,0.05,1000000,250000,66768
2851,1/1/2016,Courtier C,3537,0.05,1500000,500000,74282
2854,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
2856,1/1/2016,Courtier C,4760,0.05,2000000,1000000,99967
2858,1/1/2016,Courtier C,2732,0.05,1000000,250000,57384
2864,1/1/2016,Courtier C,3424,0.05,1000000,250000,71909
2866,1/1/2016,Courtier C,2566,0.05,500000,100000,53900
2869,1/1/2016,Courtier C,3524,0.05,1500000,500000,74019
2872,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2877,1/1/2016,Courtier C,5133,0.05,2000000,1000000,107800
2878,1/1/2016,Courtier C,2312,0.05,1000000,250000,48558
2880,1/1/2016,Courtier C,4000,0.05,1500000,500000,84000
2883,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2888,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2890,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2895,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2898,1/1/2016,Courtier C,4624,0.05,1500000,500000,97117
2908,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2919,1/1/2016,Courtier C,2490,0.05,500000,100000,52297
2920,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2925,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2926,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2927,1/1/2016,Courtier C,3179,0.05,1000000,250000,66768
2928,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2936,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2941,1/1/2016,Courtier C,3038,0.05,1500000,500000,63813
2947,1/1/2016,Courtier C,2380,0.05,500000,100000,49983
2956,1/1/2016,Courtier C,4294,0.05,1500000,500000,90174
2960,1/1/2016,Courtier C,4420,0.05,1500000,500000,92820
2961,1/1/2016,Courtier C,4624,0.05,1500000,500000,97117
2963,1/1/2016,Courtier C,2490,0.05,1000000,250000,52297
2969,1/1/2016,Courtier C,4294,0.05,1500000,500000,90174
2970,1/1/2016,Courtier C,2312,0.05,500000,100000,48558
2971,1/1/2016,Courtier C,2750,0.05,1000000,250000,57750
2973,1/1/2016,Courtier C,3038,0.05,1000000,250000,63813
2979,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2986,1/1/2016,Courtier C,2000,0.05,500000,100000,42000
2987,1/1/2016,Courtier C,2566,0.05,500000,100000,53900
2991,1/1/2016,Courtier C,2952,0.05,1000000,250000,61994
2994,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
2998,1/1/2016,Courtier C,2147,0.05,500000,100000,45087
1,1/1/2017,Courtier A,7399,0.1,1500000,500000,81398
15,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
22,1/1/2017,Courtier A,5500,0.1,1000000,250000,60500
44,1/1/2017,Courtier A,5500,0.1,1000000,250000,60500
55,1/1/2017,Courtier A,10763,0.1,2000000,1000000,118398
60,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
88,1/1/2017,Courtier A,4308,0.1,500000,100000,47388
96,1/1/2017,Courtier A,8616,0.1,1500000,500000,94776
112,1/1/2017,Courtier A,4308,0.1,500000,100000,47388
114,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
119,1/1/2017,Courtier A,5500,0.1,1000000,250000,60500
145,1/1/2017,Courtier A,9563,0.1,2000000,1000000,105201
157,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
167,1/1/2017,Courtier A,8119,0.1,2000000,1000000,89316
171,1/1/2017,Courtier A,6575,0.1,1500000,500000,72325
176,1/1/2017,Courtier A,6105,0.1,1000000,250000,67155
195,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
240,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
248,1/1/2017,Courtier A,5500,0.1,1000000,250000,60500
258,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
276,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
279,1/1/2017,Courtier A,4308,0.1,500000,100000,47388
286,1/1/2017,Courtier A,4308,0.1,500000,100000,47388
287,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
306,1/1/2017,Courtier A,4440,0.1,500000,100000,48840
320,1/1/2017,Courtier A,5500,0.1,1000000,250000,60500
321,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
323,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
326,1/1/2017,Courtier A,8616,0.1,1500000,500000,94776
329,1/1/2017,Courtier A,8616,0.1,1500000,500000,94776
331,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
338,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
351,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
370,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
371,1/1/2017,Courtier A,8616,0.1,1500000,500000,94776
372,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
373,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
389,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
394,1/1/2017,Courtier A,5500,0.1,1000000,250000,60500
400,1/1/2017,Courtier A,5500,0.1,1000000,250000,60500
408,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
409,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
411,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
416,1/1/2017,Courtier A,7626,0.1,1500000,500000,83892
421,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
426,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
428,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
438,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
441,1/1/2017,Courtier A,4781,0.1,500000,100000,52600
448,1/1/2017,Courtier A,11093,0.1,2000000,1000000,122026
455,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
459,1/1/2017,Courtier A,5381,0.1,1000000,250000,59199
477,1/1/2017,Courtier A,8880,0.1,1500000,500000,97680
491,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
522,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
527,1/1/2017,Courtier A,5546,0.1,1000000,250000,61013
530,1/1/2017,Courtier A,6105,0.1,1000000,250000,67155
534,1/1/2017,Courtier A,4308,0.1,500000,100000,47388
540,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
544,1/1/2017,Courtier A,6086,0.1,500000,100000,66948
550,1/1/2017,Courtier A,4308,0.1,500000,100000,47388
566,1/1/2017,Courtier A,4639,0.1,500000,100000,51036
585,1/1/2017,Courtier A,7521,0.1,1500000,500000,82741
590,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
614,1/1/2017,Courtier A,5500,0.1,1000000,250000,60500
622,1/1/2017,Courtier A,4639,0.1,500000,100000,51036
623,1/1/2017,Courtier A,8616,0.1,2000000,1000000,94776
634,1/1/2017,Courtier A,4308,0.1,500000,100000,47388
639,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
640,1/1/2017,Courtier A,5923,0.1,1000000,250000,65158
663,1/1/2017,Courtier A,7081,0.1,1000000,250000,77895
665,1/1/2017,Courtier A,8616,0.1,1500000,500000,94776
666,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
706,1/1/2017,Courtier A,5381,0.1,500000,100000,59199
718,1/1/2017,Courtier A,5381,0.1,500000,100000,59199
720,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
722,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
723,1/1/2017,Courtier A,4781,0.1,500000,100000,52600
728,1/1/2017,Courtier A,5500,0.1,1000000,250000,60500
730,1/1/2017,Courtier A,4308,0.1,1000000,250000,47388
734,1/1/2017,Courtier A,9279,0.1,1500000,500000,102073
735,1/1/2017,Courtier A,5923,0.1,1500000,500000,65158
736,1/1/2017,Courtier A,4639,0.1,500000,100000,51036
744,1/1/2017,Courtier A,5923,0.1,1000000,250000,65158
746,1/1/2017,Courtier A,4308,0.1,500000,100000,47388
750,1/1/2017,Courtier A,4308,0.1,500000,100000,47388
758,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
781,1/1/2017,Courtier A,4308,0.1,500000,100000,47388
792,1/1/2017,Courtier A,8616,0.1,1500000,500000,94776
799,1/1/2017,Courtier A,4781,0.1,500000,100000,52600
800,1/1/2017,Courtier A,8616,0.1,2000000,1000000,94776
802,1/1/2017,Courtier A,9279,0.1,2000000,1000000,102073
808,1/1/2017,Courtier A,5500,0.1,1000000,250000,60500
818,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
839,1/1/2017,Courtier A,4996,0.1,500000,100000,54966
846,1/1/2017,Courtier A,4308,0.1,500000,100000,47388
848,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
856,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
866,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
873,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
901,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
943,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
972,1/1/2017,Courtier A,9279,0.1,1500000,500000,102073
981,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
990,1/1/2017,Courtier A,6379,0.1,1000000,250000,70175
993,1/1/2017,Courtier A,5923,0.1,1000000,250000,65158
1019,1/1/2017,Courtier A,4000,0.1,500000,100000,44000
1026,1/1/2017,Courtier A,5923,0.1,1000000,250000,65158
1027,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
1040,1/1/2017,Courtier A,8000,0.1,1500000,500000,88000
1045,1/1/2017,Courtier A,5500,0.1,1000000,250000,60500
