Client,Date,Courtier,Prix Courtier,Comission Courtier,Limite D&O,Limite E&O ,Prix Police D'Assurance
2848,1/1/2012,Courtier A,4000,0.1,500000,100000,44000
2852,1/1/2012,Courtier A,5500,0.1,1000000,250000,60500
2855,1/1/2012,Courtier A,8000,0.1,1500000,500000,88000
2858,1/1/2012,Courtier A,4000,0.1,500000,100000,44000
2867,1/1/2012,Courtier A,5500,0.1,1000000,250000,60500
2869,1/1/2012,Courtier A,4132,0.1,500000,100000,45452
2875,1/1/2012,Courtier A,5500,0.1,1000000,250000,60500
2879,1/1/2012,Courtier A,8264,0.1,1500000,500000,90904
2886,1/1/2012,Courtier A,8000,0.1,1500000,500000,88000
2896,1/1/2012,Courtier A,5681,0.1,1000000,250000,62496
2897,1/1/2012,Courtier A,5500,0.1,1500000,500000,60500
2898,1/1/2012,Courtier A,8000,0.1,1500000,500000,88000
2900,1/1/2012,Courtier A,5500,0.1,1000000,250000,60500
2912,1/1/2012,Courtier A,5500,0.1,1000000,250000,60500
2916,1/1/2012,Courtier A,4132,0.1,500000,100000,45452
2920,1/1/2012,Courtier A,4000,0.1,500000,100000,44000
2939,1/1/2012,Courtier A,4000,0.1,500000,100000,44000
2943,1/1/2012,Courtier A,5500,0.1,1000000,250000,60500
2948,1/1/2012,Courtier A,8000,0.1,1500000,500000,88000
2952,1/1/2012,Courtier A,4000,0.1,500000,100000,44000
2954,1/1/2012,Courtier A,4000,0.1,500000,100000,44000
2959,1/1/2012,Courtier A,5500,0.1,1000000,250000,60500
2968,1/1/2012,Courtier A,5500,0.1,1000000,250000,60500
2969,1/1/2012,Courtier A,8000,0.1,1500000,500000,88000
2974,1/1/2012,Courtier A,4000,0.1,500000,100000,44000
2975,1/1/2012,Courtier A,8264,0.1,2000000,1000000,90904
2976,1/1/2012,Courtier A,5500,0.1,1000000,250000,60500
2980,1/1/2012,Courtier A,4000,0.1,500000,100000,44000
2984,1/1/2012,Courtier A,4000,0.1,500000,100000,44000
2985,1/1/2012,Courtier A,4132,0.1,500000,100000,45452
2988,1/1/2012,Courtier A,4000,0.1,1000000,250000,44000
2989,1/1/2012,Courtier A,5500,0.1,1500000,500000,60500
2994,1/1/2012,Courtier A,5500,0.1,1000000,250000,60500
2997,1/1/2012,Courtier A,8000,0.1,1500000,500000,88000
2999,1/1/2012,Courtier A,4000,0.1,500000,100000,44000
2,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
5,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
9,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
16,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
19,1/1/2012,Courtier B,8264,0.1,1500000,500000,90904
23,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
25,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
26,1/1/2012,Courtier B,8264,0.1,2000000,1000000,90904
27,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
28,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
34,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
36,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
40,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
45,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
49,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
50,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
55,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
56,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
61,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
62,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
63,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
66,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
69,1/1/2012,Courtier B,5681,0.1,1000000,250000,62496
70,1/1/2012,Courtier B,5681,0.1,1000000,250000,62496
76,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
78,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
83,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
90,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
93,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
96,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
98,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
100,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
102,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
111,1/1/2012,Courtier B,8000,0.1,2000000,1000000,88000
113,1/1/2012,Courtier B,5681,0.1,1500000,500000,62496
114,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
120,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
123,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
124,1/1/2012,Courtier B,8264,0.1,1500000,500000,90904
126,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
129,1/1/2012,Courtier B,5681,0.1,1000000,250000,62496
138,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
139,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
143,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
146,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
153,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
170,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
173,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
176,1/1/2012,Courtier B,5681,0.1,1500000,500000,62496
184,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
187,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
188,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
191,1/1/2012,Courtier B,5500,0.1,1500000,500000,60500
194,1/1/2012,Courtier B,8264,0.1,2000000,1000000,90904
195,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
198,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
206,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
208,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
214,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
223,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
227,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
228,1/1/2012,Courtier B,5681,0.1,1500000,500000,62496
233,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
234,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
236,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
237,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
240,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
241,1/1/2012,Courtier B,5500,0.1,1500000,500000,60500
242,1/1/2012,Courtier B,5681,0.1,1500000,500000,62496
245,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
246,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
248,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
252,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
253,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
258,1/1/2012,Courtier B,5500,0.1,1500000,500000,60500
260,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
274,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
277,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
283,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
297,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
306,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
310,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
311,1/1/2012,Courtier B,8264,0.1,2000000,1000000,90904
312,1/1/2012,Courtier B,8264,0.1,2000000,1000000,90904
316,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
317,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
322,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
327,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
331,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
332,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
333,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
336,1/1/2012,Courtier B,5500,0.1,1500000,500000,60500
343,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
344,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
346,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
348,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
359,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
362,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
367,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
376,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
379,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
393,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
396,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
398,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
401,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
403,1/1/2012,Courtier B,4000,0.1,1000000,250000,44000
406,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
407,1/1/2012,Courtier B,4132,0.1,1000000,250000,45452
409,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
415,1/1/2012,Courtier B,8264,0.1,1500000,500000,90904
417,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
424,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
427,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
430,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
435,1/1/2012,Courtier B,8264,0.1,1500000,500000,90904
446,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
448,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
449,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
450,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
452,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
454,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
461,1/1/2012,Courtier B,5681,0.1,1000000,250000,62496
465,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
467,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
469,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
483,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
488,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
498,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
500,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
503,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
505,1/1/2012,Courtier B,8264,0.1,2000000,1000000,90904
516,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
517,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
522,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
525,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
532,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
534,1/1/2012,Courtier B,8000,0.1,2000000,1000000,88000
542,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
551,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
558,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
567,1/1/2012,Courtier B,8000,0.1,2000000,1000000,88000
573,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
579,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
580,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
583,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
585,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
586,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
591,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
593,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
596,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
599,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
601,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
605,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
614,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
627,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
629,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
631,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
633,1/1/2012,Courtier B,5681,0.1,1000000,250000,62496
635,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
638,1/1/2012,Courtier B,8000,0.1,2000000,1000000,88000
644,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
649,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
654,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
658,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
659,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
662,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
663,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
667,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
672,1/1/2012,Courtier B,4000,0.1,1000000,250000,44000
673,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
676,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
677,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
679,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
683,1/1/2012,Courtier B,5500,0.1,1500000,500000,60500
687,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
689,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
702,1/1/2012,Courtier B,4000,0.1,1000000,250000,44000
709,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
711,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
715,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
722,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
726,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
732,1/1/2012,Courtier B,8000,0.1,2000000,1000000,88000
740,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
748,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
756,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
758,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
759,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
761,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
767,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
773,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
774,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
775,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
776,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
778,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
785,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
790,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
793,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
800,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
801,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
804,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
805,1/1/2012,Courtier B,5500,0.1,1500000,500000,60500
808,1/1/2012,Courtier B,8536,0.1,1500000,500000,93903
816,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
817,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
819,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
826,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
830,1/1/2012,Courtier B,8264,0.1,1500000,500000,90904
831,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
832,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
836,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
839,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
850,1/1/2012,Courtier B,5681,0.1,1000000,250000,62496
851,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
859,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
862,1/1/2012,Courtier B,5500,0.1,1500000,500000,60500
873,1/1/2012,Courtier B,5681,0.1,1500000,500000,62496
876,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
882,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
886,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
888,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
892,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
894,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
897,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
905,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
909,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
914,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
915,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
923,1/1/2012,Courtier B,5500,0.1,1500000,500000,60500
924,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
927,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
929,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
939,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
944,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
948,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
955,1/1/2012,Courtier B,4000,0.1,1000000,250000,44000
956,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
962,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
965,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
968,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
973,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
980,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
981,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
987,1/1/2012,Courtier B,8000,0.1,2000000,1000000,88000
988,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
989,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
990,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
999,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1002,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1008,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1013,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
1025,1/1/2012,Courtier B,8264,0.1,1500000,500000,90904
1035,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1036,1/1/2012,Courtier B,4000,0.1,1000000,250000,44000
1040,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1044,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1046,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1048,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
1049,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1051,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1056,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1059,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1065,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1075,1/1/2012,Courtier B,8000,0.1,2000000,1000000,88000
1085,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1094,1/1/2012,Courtier B,5500,0.1,1500000,500000,60500
1098,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
1101,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1104,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1105,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1113,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1119,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1125,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1133,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1136,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1142,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1143,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1144,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1157,1/1/2012,Courtier B,8000,0.1,2000000,1000000,88000
1159,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1163,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1164,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1166,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1169,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1172,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1178,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1183,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
1186,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
1193,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1204,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1205,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1206,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1211,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1216,1/1/2012,Courtier B,8264,0.1,2000000,1000000,90904
1217,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1223,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1228,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1236,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1247,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1250,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
1254,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1255,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1259,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1265,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1272,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1277,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1278,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1283,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1286,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1287,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1307,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1308,1/1/2012,Courtier B,8264,0.1,1500000,500000,90904
1316,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1320,1/1/2012,Courtier B,4132,0.1,1000000,250000,45452
1326,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1327,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1328,1/1/2012,Courtier B,5681,0.1,1500000,500000,62496
1336,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1337,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1342,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1350,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1362,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1364,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1368,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1372,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1377,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1383,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
1388,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1391,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
1398,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1408,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1409,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1410,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1412,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1417,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1429,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1432,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1436,1/1/2012,Courtier B,8000,0.1,2000000,1000000,88000
1437,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1452,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1454,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1459,1/1/2012,Courtier B,5681,0.1,1000000,250000,62496
1461,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1467,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1470,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1476,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1481,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1482,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1486,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1488,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
1490,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1491,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1495,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1496,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1499,1/1/2012,Courtier B,5681,0.1,1500000,500000,62496
1501,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1503,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1504,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1527,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
1540,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1542,1/1/2012,Courtier B,5500,0.1,1500000,500000,60500
1544,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1545,1/1/2012,Courtier B,8000,0.1,2000000,1000000,88000
1549,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1553,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1555,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1556,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1563,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1567,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1571,1/1/2012,Courtier B,5681,0.1,1000000,250000,62496
1572,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1576,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1577,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1579,1/1/2012,Courtier B,5681,0.1,1000000,250000,62496
1582,1/1/2012,Courtier B,5681,0.1,1500000,500000,62496
1592,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1593,1/1/2012,Courtier B,8264,0.1,2000000,1000000,90904
1594,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1595,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1597,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1598,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1604,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1607,1/1/2012,Courtier B,8264,0.1,1500000,500000,90904
1614,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1620,1/1/2012,Courtier B,5681,0.1,1000000,250000,62496
1622,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1625,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1628,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1637,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1643,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1656,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1658,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1666,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1671,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1672,1/1/2012,Courtier B,4000,0.1,500000,100000,44000
1675,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1677,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1678,1/1/2012,Courtier B,5500,0.1,1000000,250000,60500
1680,1/1/2012,Courtier B,8000,0.1,1500000,500000,88000
1681,1/1/2012,Courtier B,4132,0.1,500000,100000,45452
